ID,Related_protein,Related_protein_id,GeneName_Standarized,Related_protein_gene_name,UniprotAC,MIC_id,SpeciesName,Strain,StrainID,Drugid,Drug_Name,Type,Type_2,Microbiota_Site,Metabolites,Metabolites_CID,Metabolites_ID,KM,KM_combination,Metabolism_Type,Metabolism_Effect_on_Drug,Microbiota_Influence,Experiment_Materials,Experiment_Model_Species,Model_Condition_Disease,Experiment_Methods,Metabolism_Mechanism,Notes
MD05079,.,.,.,.,.,MC00205,Parabacteroides merdae,Parabacteroides merdae ATCC 43184,411477,DR1198,Reserpine,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of ENT-50146,In vitro,.,.,High-throughput drug screening assays,"The level of ENT-50146 was significantly reduced by the Parabacteroides merdae (strain: Parabacteroides merdae ATCC 43184 ) [FDR-corrected p-value (pFDR) = 0.009 , log2(fold change)= 0.861 ]",.
MD05151,.,.,.,.,.,MC00086,Bacteroides stercoris,Bacteroides stercoris ATCC 43183,449673,DR1198,Reserpine,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of ENT-50146,In vitro,.,.,High-throughput drug screening assays,"The level of ENT-50146 was significantly reduced by the Bacteroides stercoris (strain: Bacteroides stercoris ATCC 43183 ) [FDR-corrected p-value (pFDR) = 0.015 , log2(fold change)= 0.469 ]",.
MD05200,.,.,.,.,.,MC00080,Bacteroides caccae,Bacteroides caccae ATCC 43185,411901,DR1198,Reserpine,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of ENT-50146,In vitro,.,.,High-throughput drug screening assays,"The level of ENT-50146 was significantly reduced by the Bacteroides caccae (strain: Bacteroides caccae ATCC 43185 ) [FDR-corrected p-value (pFDR) = 0.008 , log2(fold change)= 0.811 ]",.
MD05427,.,.,.,.,.,MC00177,Collinsella aerofaciens,Collinsella aerofaciens ATCC 25986,411903,DR1198,Reserpine,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of ENT-50146,In vitro,.,.,High-throughput drug screening assays,"The level of ENT-50146 was significantly reduced by the Collinsella aerofaciens (strain: Collinsella aerofaciens ATCC 25986 ) [FDR-corrected p-value (pFDR) = 0.033 , log2(fold change)= -0.332 ]",.
MD05772,.,.,.,.,.,MC00001,Phocaeicola vulgatus,Phocaeicola vulgatus ATCC 8482,435590,DR1198,Reserpine,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of ENT-50146,In vitro,.,.,High-throughput drug screening assays,"The level of ENT-50146 was significantly reduced by the Phocaeicola vulgatus (strain: Phocaeicola vulgatus ATCC 8482 ) [FDR-corrected p-value (pFDR) = 0.018 , log2(fold change)= -0.516 ]",.
MD05862,.,.,.,.,.,MC00100,Parabacteroides distasonis,Parabacteroides distasonis ATCC 8503,435591,DR1198,Reserpine,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of ENT-50146,In vitro,.,.,High-throughput drug screening assays,"The level of ENT-50146 was significantly reduced by the Parabacteroides distasonis (strain: Parabacteroides distasonis ATCC 8503 ) [FDR-corrected p-value (pFDR) = 0.013 , log2(fold change)= -0.296 ]",.
MD06009,.,.,.,.,.,MC00544,Blautia luti,Blautia luti DSM 14534,649762,DR1198,Reserpine,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of ENT-50146,In vitro,.,.,High-throughput drug screening assays,"The level of ENT-50146 was significantly reduced by the Blautia luti (strain: Blautia luti DSM 14534 ) [FDR-corrected p-value (pFDR) = 0.034 , log2(fold change)= 0.623 ]",.
MD01525,Glucansucrase,P0166,gtf106B,Glucansucrase (gtf106B),Q5SBN3_LACRE,MC00289,Lactobacillus reuteri,.,.,DR0619,Resorcinol,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Metabolic modification of Resorcinol,.,.,.,.,"The protein Glucansucrase (gtf106B) of Lactobacillus reuteri has been reported to metabolic modification of Resorcinol, thereby affecting drug activity.",.
MD00060,.,.,.,.,.,MC00275,Adlercreutzia equolifaciens,.,.,DR0620,Resveratrol,Microbiome Metabolic Modification Drug,Directly,Gut,Dihydroresveratrol,185914,MET0153,.,.,.,involved in drug metabolism,Metabolic modification of Resveratrol,In vitro,.,.,.,"The Adlercreutzia equolifaciens has been reported to metabolic modification of Resveratrol, converting it to Dihydroresveratrol.","Two strains, Slackia equolifaciens and Adlercreutzia equolifaciens, were identified as dihydroresveratrol producers."
MD00153,.,.,.,.,.,MC00505,Bacillus cereus,.,.,DR0620,Resveratrol,Microbiome Metabolic Modification Drug,Directly,Gut,Piceid,5281718,MET0213,.,.,.,increased antioxidant activity,Increasing antioxidant activity of Resveratrol,In vitro,.,.,.,"The Bacillus cereus has been reported to increase antioxidant activity of Resveratrol, converting it to Piceid.","It has been evidenced that Bacillus cereus, Bifidobacteria infantis and Lactobacillus acidophilus in the gut microbiota are responsible for the conversion of resveratrol into the piceid."
MD00539,.,.,.,.,.,MC00171,Bifidobacterium longum,Bifidobacterium longum subsp. infantis,1682,DR0620,Resveratrol,Microbiome Metabolic Modification Drug,Directly,Gut,Piceid,5281718,MET0213,.,.,.,increased antioxidant activity,Increasing antioxidant activity of Resveratrol,In vitro,.,.,.,"The Bifidobacterium longum subsp. infantis has been reported to increase the antioxidant activity of Resveratrol, converting it to Piceid.","It has been evidenced that Bacillus cereus, Bifidobacteria infantis and Lactobacillus acidophilus in the gut microbiota are responsible for the conversion of resveratrol into the piceid."
MD01042,NADPH-dependent curcumin reductase,P0261,curA,NADPH-dependent curcumin reductase (curA),CURA_ECOLI,MC00040,Escherichia coli,.,.,DR0620,Resveratrol,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,increase drug efficacy,Increasing drug efficacy of Resveratrol,.,.,.,.,The Protein NADPH-dependent curcumin reductase (curA) of Escherichia coli has been reported to increase drug efficacy of Resveratrol.,"In addition to mediating the conversion of curcumin to tetrahydrocurcumin, CurA also showed an ability to metabolize another phenolic, resveratrol."
MD01428,.,.,.,.,.,MC00057,Lactobacillus acidophilus,.,.,DR0620,Resveratrol,Microbiome Metabolic Modification Drug,Directly,Gut,Piceid,5281718,MET0213,.,.,.,increased antioxidant activity,Increasing antioxidant activity of Resveratrol,In vitro,.,.,.,"The Lactobacillus acidophilus has been reported to increase antioxidant activity of Resveratrol, converting it to Piceid.","It has been evidenced that Bacillus cereus, Bifidobacteria infantis and Lactobacillus acidophilus in the gut microbiota are responsible for the conversion of resveratrol into the piceid."
MD02054,.,.,.,.,.,MC00279,Slackia equolifaciens,.,.,DR0620,Resveratrol,Microbiome Metabolic Modification Drug,Directly,Gut,Dihydroresveratrol,185914,MET0153,.,.,.,involved in drug metabolism,Metabolic modification of Resveratrol,In vitro,.,.,.,"The Slackia equolifaciens has been reported to metabolic modification of Resveratrol, converting it to Dihydroresveratrol.","Two strains, Slackia equolifaciens and Adlercreutzia equolifaciens, were identified as dihydroresveratrol producers."
MD06498,.,.,.,.,.,MC00476,Blautia sp.,.,.,DR0769,Retusin,Microbiome Metabolic Modification Drug,Directly,.,Quercetin,5280343,MET0192,.,.,Dealkylation,involved in drug metabolism,Metabolic modification of Retusin,.,.,.,.,"The Blautia sp. has been reported to metabolic modification of Retusin, converting it to Quercetin.",.
MD00938,NADPH-dependent nitroreductase,P0402,nfrA1,NADPH-dependent nitroreductase (nfrA1),NFRA1_BACSU,MC00040,Escherichia coli,.,.,DR0621,Riboflavin,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Metabolic modification of Riboflavin,In vitro,.,.,.,"The protein NADPH-dependent nitroreductase (nfrA1) of Escherichia coli has been reported to metabolic modification of Riboflavin, thereby affecting drug activity.",.
MD02007,Nitroreductase,P0050,yieF,Nitroreductase (yieF),A0A5K1UB29_SALTM,MC00035,Salmonella enterica,Salmonella typhimurium,90371,DR0621,Riboflavin,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,Reduction,involved in drug metabolism,Metabolic modification of Riboflavin,.,.,.,.,"The protein Nitroreductase (yieF) of Salmonella typhimurium has been reported to metabolic modification of Riboflavin, thereby affecting drug activity.",.
MD02067,NADPH-dependent oxidoreductase,P0041,nfrA,NADPH-dependent oxidoreductase (nfrA),NRFA_STAA8,MC00124,Staphylococcus aureus,.,.,DR0621,Riboflavin,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Metabolic modification of Riboflavin,.,.,.,.,"The protein NADPH-dependent oxidoreductase (nfrA) of Staphylococcus aureus has been reported to metabolic modification of Riboflavin, thereby affecting drug activity.",.
MD01622,.,.,.,.,.,MC00116,Methanobrevibacter oralis,.,.,DR0622,Rifampicin,Microbiome Correlates with Drug Response,Directly,.,.,.,.,.,.,.,microbiome were resistant to drug,Resistance to the drug Rifampicin,.,.,.,.,The Methanobrevibacter oralis has been reported to be resistant to the drug Rifampicin.,"Methanobrevibacter smithii strains were resistant to ampicillin, streptomycin, gentamicin, rifampicin, ofloxacin, tetracycline and amphotericin B, with MICs  100 mg/L; these strains were also highly resistant to vancomycin (MIC  50 mg/L). They were moderately resistant to chloramphenicol (MIC  25 mg/L), and were susceptible to bacitracin (MIC  4 mg/L), metronidazole, ornidazole and squalamine (MIC  1 mg/L). The susceptibility of Methanosphaera stadtmanae was the same as M. smithii, except for chloramphenicol (MIC  4 mg/L), and Methanobrevibacter oralis yielded the same data as M. smithii, except for bacitracin (MIC  25 mg/L)."
MD01634,.,.,.,.,.,MC00117,Methanobrevibacter smithii,.,.,DR0622,Rifampicin,Microbiome Correlates with Drug Response,Directly,.,.,.,.,.,.,.,microbiome were resistant to drug,Resistance to the drug Rifampicin,.,.,.,.,The Methanobrevibacter smithii has been reported to be resistant to the drug Rifampicin.,"Methanobrevibacter smithii strains were resistant to ampicillin, streptomycin, gentamicin, rifampicin, ofloxacin, tetracycline and amphotericin B, with MICs  100 mg/L; these strains were also highly resistant to vancomycin (MIC  50 mg/L). They were moderately resistant to chloramphenicol (MIC  25 mg/L), and were susceptible to bacitracin (MIC  4 mg/L), metronidazole, ornidazole and squalamine (MIC  1 mg/L). The susceptibility of Methanosphaera stadtmanae was the same as M. smithii, except for chloramphenicol (MIC  4 mg/L), and Methanobrevibacter oralis yielded the same data as M. smithii, except for bacitracin (MIC  25 mg/L)."
MD01644,.,.,.,.,.,MC00118,Methanomassiliicoccus luminyensis,.,.,DR0622,Rifampicin,Microbiome Correlates with Drug Response,Directly,.,.,.,.,.,.,.,microbiome were resistant to drug,Resistance to the drug Rifampicin,.,.,.,.,The Methanomassiliicoccus luminyensis has been reported to be resistant to the drug Rifampicin.,"Methanobrevibacter smithii strains were resistant to ampicillin, streptomycin, gentamicin, rifampicin, ofloxacin, tetracycline and amphotericin B, with MICs  100 mg/L; these strains were also highly resistant to vancomycin (MIC  50 mg/L). They were moderately resistant to chloramphenicol (MIC  25 mg/L), and were susceptible to bacitracin (MIC  4 mg/L), metronidazole, ornidazole and squalamine (MIC  1 mg/L). The susceptibility of Methanosphaera stadtmanae was the same as M. smithii, except for chloramphenicol (MIC  4 mg/L), and Methanobrevibacter oralis yielded the same data as M. smithii, except for bacitracin (MIC  25 mg/L)."
MD01653,.,.,.,.,.,MC00119,Methanosphaera stadtmanae,.,.,DR0622,Rifampicin,Microbiome Correlates with Drug Response,Directly,.,.,.,.,.,.,.,microbiome were resistant to drug,Resistance to the drug Rifampicin,.,.,.,.,The Methanosphaera stadtmanae has been reported to be resistant to the drug Rifampicin.,"Methanobrevibacter smithii strains were resistant to ampicillin, streptomycin, gentamicin, rifampicin, ofloxacin, tetracycline and amphotericin B, with MICs  100 mg/L; these strains were also highly resistant to vancomycin (MIC  50 mg/L). They were moderately resistant to chloramphenicol (MIC  25 mg/L), and were susceptible to bacitracin (MIC  4 mg/L), metronidazole, ornidazole and squalamine (MIC  1 mg/L). The susceptibility of Methanosphaera stadtmanae was the same as M. smithii, except for chloramphenicol (MIC  4 mg/L), and Methanobrevibacter oralis yielded the same data as M. smithii, except for bacitracin (MIC  25 mg/L)."
MD01701,Rifampicin monooxygenase,P0127,rox,Rifampicin monooxygenase (rox),ROX_NOCFA,MC00506,Nocardia farcinica,.,.,DR0622,Rifampicin,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Metabolic modification of Rifampicin,.,.,.,.,"The protein Rifampicin monooxygenase (rox) of Nocardia farcinica has been reported to metabolic modification of Rifampicin, thereby affecting drug activity.",.
MD02529,.,.,.,.,.,MC00083,Bacteroides fragilis,Bacteroides fragilis T(B)9,.,DR0623,Riluzole,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Riluzole,In vitro,.,.,High-throughput drug screening assays,"The level of Riluzole was significantly reduced by the Bacteroides fragilis (strain: Bacteroides fragilis T(B)9 ) [FDR-corrected p-value (pFDR) = 0.005 , log2(fold change)= -0.677 ]",.
MD02530,.,.,.,.,.,MC00083,Bacteroides fragilis,Bacteroides fragilis str. 3397 T10,1339284,DR0623,Riluzole,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Riluzole,In vitro,.,.,High-throughput drug screening assays,"The level of Riluzole was significantly reduced by the Bacteroides fragilis (strain: Bacteroides fragilis str. 3397 T10 ) [FDR-corrected p-value (pFDR) = 0.022 , log2(fold change)= -0.452 ]",.
MD02531,.,.,.,.,.,MC00083,Bacteroides fragilis,Bacteroides fragilis HMW 615,1073387,DR0623,Riluzole,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Riluzole,In vitro,.,.,High-throughput drug screening assays,"The level of Riluzole was significantly reduced by the Bacteroides fragilis (strain: Bacteroides fragilis HMW 615 ) [FDR-corrected p-value (pFDR) = 0.039 , log2(fold change)= -0.578 ]",.
MD02532,.,.,.,.,.,MC00083,Bacteroides fragilis,Bacteroides fragilis HMW 610,1073386,DR0623,Riluzole,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Riluzole,In vitro,.,.,High-throughput drug screening assays,"The level of Riluzole was significantly reduced by the Bacteroides fragilis (strain: Bacteroides fragilis HMW 610 ) [FDR-corrected p-value (pFDR) = 0.008 , log2(fold change)= -0.71 ]",.
MD02533,.,.,.,.,.,MC00083,Bacteroides fragilis,Bacteroides fragilis DS-208,.,DR0623,Riluzole,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Riluzole,In vitro,.,.,High-throughput drug screening assays,"The level of Riluzole was significantly reduced by the Bacteroides fragilis (strain: Bacteroides fragilis DS-208 ) [FDR-corrected p-value (pFDR) = 0.001 , log2(fold change)= -0.849 ]",.
MD02534,.,.,.,.,.,MC00083,Bacteroides fragilis,Bacteroides fragilis ATCC 43859,.,DR0623,Riluzole,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Riluzole,In vitro,.,.,High-throughput drug screening assays,"The level of Riluzole was significantly reduced by the Bacteroides fragilis (strain: Bacteroides fragilis ATCC 43859 ) [FDR-corrected p-value (pFDR) = 0.018 , log2(fold change)= -0.682 ]",.
MD02875,.,.,.,.,.,MC00087,Bacteroides thetaiotaomicron,Bacteroides thetaiotaomicron VPI-5482,226186,DR0623,Riluzole,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Riluzole,In vitro,.,.,High-throughput drug screening assays,"The level of Riluzole was significantly reduced by the Bacteroides thetaiotaomicron (strain: Bacteroides thetaiotaomicron VPI-5482 ) [FDR-corrected p-value (pFDR) = 0.005 , log2(fold change)= -0.543 ]",.
MD02876,.,.,.,.,.,MC00087,Bacteroides thetaiotaomicron,Bacteroides thetaiotaomicron 7330,.,DR0623,Riluzole,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Riluzole,In vitro,.,.,High-throughput drug screening assays,"The level of Riluzole was significantly reduced by the Bacteroides thetaiotaomicron (strain: Bacteroides thetaiotaomicron 7330 ) [FDR-corrected p-value (pFDR) = 0.028 , log2(fold change)= -0.552 ]",.
MD02877,.,.,.,.,.,MC00087,Bacteroides thetaiotaomicron,Bacteroides thetaiotaomicron 3731,.,DR0623,Riluzole,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Riluzole,In vitro,.,.,High-throughput drug screening assays,"The level of Riluzole was significantly reduced by the Bacteroides thetaiotaomicron (strain: Bacteroides thetaiotaomicron 3731 ) [FDR-corrected p-value (pFDR) = 0.016 , log2(fold change)= -0.418 ]",.
MD03053,.,.,.,.,.,MC00554,Blautia hansenii,Blautia hansenii DSM 20583,537007,DR0623,Riluzole,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Riluzole,In vitro,.,.,High-throughput drug screening assays,"The level of Riluzole was significantly reduced by the Blautia hansenii (strain: Blautia hansenii DSM 20583 ) [FDR-corrected p-value (pFDR) = 0.004 , log2(fold change)= -0.632 ]",.
MD03160,.,.,.,.,.,MC00004,Clostridioides difficile,Clostridium difficile 120,.,DR0623,Riluzole,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Riluzole,In vitro,.,.,High-throughput drug screening assays,"The level of Riluzole was significantly reduced by the Clostridioides difficile (strain: Clostridium difficile 120 ) [FDR-corrected p-value (pFDR) = 0.041 , log2(fold change)= -0.213 ]",.
MD03238,.,.,.,.,.,MC00270,Clostridium sp.,.,.,DR0623,Riluzole,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Riluzole,In vitro,.,.,High-throughput drug screening assays,"The level of Riluzole was significantly reduced by the Clostridium sp. [FDR-corrected p-value (pFDR) = 0.002 , log2(fold change)= -0.616 ]",.
MD03310,.,.,.,.,.,MC00469,Clostridium sporogenes,Clostridium sporogenes ATCC 15579,471871,DR0623,Riluzole,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Riluzole,In vitro,.,.,High-throughput drug screening assays,"The level of Riluzole was significantly reduced by the Clostridium sporogenes (strain: Clostridium sporogenes ATCC 15579 ) [FDR-corrected p-value (pFDR) = 0.043 , log2(fold change)= -0.45 ]",.
MD03347,.,.,.,.,.,MC00529,Clostridium symbiosum,Clostridium symbiosum ATCC 14940,411472,DR0623,Riluzole,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Riluzole,In vitro,.,.,High-throughput drug screening assays,"The level of Riluzole was significantly reduced by the Clostridium symbiosum (strain: Clostridium symbiosum ATCC 14940 ) [FDR-corrected p-value (pFDR) = 0.036 , log2(fold change)= 0.342 ]",.
MD03410,.,.,.,.,.,MC00392,Thomasclavelia ramosa,Clostridium ramosum DSM 1402,445974,DR0623,Riluzole,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Riluzole,In vitro,.,.,High-throughput drug screening assays,"The level of Riluzole was significantly reduced by the Thomasclavelia ramosa (strain: Clostridium ramosum DSM 1402 ) [FDR-corrected p-value (pFDR) = 0.004 , log2(fold change)= -0.464 ]",.
MD03431,.,.,.,.,.,MC00289,Lactobacillus reuteri,Limosilactobacillus reuteri CF48-3A,525341,DR0623,Riluzole,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Riluzole,In vitro,.,.,High-throughput drug screening assays,"The level of Riluzole was significantly reduced by the Lactobacillus reuteri (strain: Limosilactobacillus reuteri CF48-3A ) [FDR-corrected p-value (pFDR) = 0.011 , log2(fold change)= -0.394 ]",.
MD03480,.,.,.,.,.,MC00114,Segatella copri,Segatella copri DSM 18205,537011,DR0623,Riluzole,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Riluzole,In vitro,.,.,High-throughput drug screening assays,"The level of Riluzole was significantly reduced by the Segatella copri (strain: Segatella copri DSM 18205 ) [FDR-corrected p-value (pFDR) = 0.005 , log2(fold change)= -0.536 ]",.
MD03539,.,.,.,.,.,MC00211,Roseburia intestinalis,Roseburia intestinalis L1-82,536231,DR0623,Riluzole,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Riluzole,In vitro,.,.,High-throughput drug screening assays,"The level of Riluzole was significantly reduced by the Roseburia intestinalis (strain: Roseburia intestinalis L1-82 ) [FDR-corrected p-value (pFDR) = 0.033 , log2(fold change)= -0.35 ]",.
MD03780,.,.,.,.,.,MC00525,Anaerostipes sp.,.,.,DR0623,Riluzole,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Riluzole,In vitro,.,.,High-throughput drug screening assays,"The level of Riluzole was significantly reduced by the Anaerostipes sp. [FDR-corrected p-value (pFDR) = 0.006 , log2(fold change)= 0.707 ]",.
MD03847,.,.,.,.,.,MC00553,Subdoligranulum variabile,Subdoligranulum variabile DSM 15176,411471,DR0623,Riluzole,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Riluzole,In vitro,.,.,High-throughput drug screening assays,"The level of Riluzole was significantly reduced by the Subdoligranulum variabile (strain: Subdoligranulum variabile DSM 15176 ) [FDR-corrected p-value (pFDR) = 0.045 , log2(fold change)= -0.362 ]",.
MD03903,.,.,.,.,.,MC00063,Akkermansia muciniphila,Akkermansia muciniphila ATCC BAA-835,349741,DR0623,Riluzole,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Riluzole,In vitro,.,.,High-throughput drug screening assays,"The level of Riluzole was significantly reduced by the Akkermansia muciniphila (strain: Akkermansia muciniphila ATCC BAA-835 ) [FDR-corrected p-value (pFDR) = 0.037 , log2(fold change)= -0.461 ]",.
MD04002,.,.,.,.,.,MC00082,Bacteroides eggerthii,Bacteroides eggerthii DSM 20697,483216,DR0623,Riluzole,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Riluzole,In vitro,.,.,High-throughput drug screening assays,"The level of Riluzole was significantly reduced by the Bacteroides eggerthii (strain: Bacteroides eggerthii DSM 20697 ) [FDR-corrected p-value (pFDR) = 0.009 , log2(fold change)= -0.621 ]",.
MD04068,.,.,.,.,.,MC00085,Bacteroides ovatus,Bacteroides ovatus ATCC 8483,411476,DR0623,Riluzole,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Riluzole,In vitro,.,.,High-throughput drug screening assays,"The level of Riluzole was significantly reduced by the Bacteroides ovatus (strain: Bacteroides ovatus ATCC 8483 ) [FDR-corrected p-value (pFDR) = 0.019 , log2(fold change)= -0.326 ]",.
MD04166,.,.,.,.,.,MC00099,Odoribacter splanchnicus,.,.,DR0623,Riluzole,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Riluzole,In vitro,.,.,High-throughput drug screening assays,"The level of Riluzole was significantly reduced by the Odoribacter splanchnicus [FDR-corrected p-value (pFDR) = 0.021 , log2(fold change)= -0.511 ]",.
MD04340,.,.,.,.,.,MC00084,Bacteroides intestinalis,Bacteroides intestinalis DSM 17393,471870,DR0623,Riluzole,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Riluzole,In vitro,.,.,High-throughput drug screening assays,"The level of Riluzole was significantly reduced by the Bacteroides intestinalis (strain: Bacteroides intestinalis DSM 17393 ) [FDR-corrected p-value (pFDR) = 0.023 , log2(fold change)= -0.313 ]",.
MD04382,.,.,.,.,.,MC00541,Anaerococcus hydrogenalis,Anaerococcus hydrogenalis DSM 7454,561177,DR0623,Riluzole,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Riluzole,In vitro,.,.,High-throughput drug screening assays,"The level of Riluzole was significantly reduced by the Anaerococcus hydrogenalis (strain: Anaerococcus hydrogenalis DSM 7454 ) [FDR-corrected p-value (pFDR) = 0.029 , log2(fold change)= 0.437 ]",.
MD04585,.,.,.,.,.,MC00102,Phocaeicola dorei,Phocaeicola dorei DSM 17855,483217,DR0623,Riluzole,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Riluzole,In vitro,.,.,High-throughput drug screening assays,"The level of Riluzole was significantly reduced by the Phocaeicola dorei (strain: Phocaeicola dorei DSM 17855 ) [FDR-corrected p-value (pFDR) = 0.002 , log2(fold change)= -0.661 ]",.
MD04691,.,.,.,.,.,MC00294,Bacteroides xylanisolvens,Bacteroides xylanisolvens DSM18836,.,DR0623,Riluzole,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Riluzole,In vitro,.,.,High-throughput drug screening assays,"The level of Riluzole was significantly reduced by the Bacteroides xylanisolvens (strain: Bacteroides xylanisolvens DSM18836 ) [FDR-corrected p-value (pFDR) = 0.005 , log2(fold change)= -0.751 ]",.
MD04807,.,.,.,.,.,MC00549,Phocaeicola coprophilus,Phocaeicola coprophilus DSM 18228,547042,DR0623,Riluzole,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Riluzole,In vitro,.,.,High-throughput drug screening assays,"The level of Riluzole was significantly reduced by the Phocaeicola coprophilus (strain: Phocaeicola coprophilus DSM 18228 ) [FDR-corrected p-value (pFDR) = 0.026 , log2(fold change)= -0.296 ]",.
MD05136,.,.,.,.,.,MC00086,Bacteroides stercoris,Bacteroides stercoris ATCC 43183,449673,DR0623,Riluzole,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Riluzole,In vitro,.,.,High-throughput drug screening assays,"The level of Riluzole was significantly reduced by the Bacteroides stercoris (strain: Bacteroides stercoris ATCC 43183 ) [FDR-corrected p-value (pFDR) = 0.004 , log2(fold change)= -0.636 ]",.
MD05193,.,.,.,.,.,MC00080,Bacteroides caccae,Bacteroides caccae ATCC 43185,411901,DR0623,Riluzole,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Riluzole,In vitro,.,.,High-throughput drug screening assays,"The level of Riluzole was significantly reduced by the Bacteroides caccae (strain: Bacteroides caccae ATCC 43185 ) [FDR-corrected p-value (pFDR) = 0.039 , log2(fold change)= -0.476 ]",.
MD05241,.,.,.,.,.,MC00040,Escherichia coli,Escherichia coli K-12,83333,DR0623,Riluzole,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Riluzole,In vitro,.,.,High-throughput drug screening assays,"The level of Riluzole was significantly reduced by the Escherichia coli (strain: Escherichia coli K-12 ) [FDR-corrected p-value (pFDR) = 0.02 , log2(fold change)= -0.31 ]",.
